Date;Open;High;Low;Close;Price;Volume;Dividends;Stock Splits;;
28/04/2016;4.450.379.943.847.650,00;4.495.509.948.730.460,00;4.366.499.938.964.840,00;449.010.986.328.125,00;-4001368957519520,00;74064704;0.0;0.0;;
29/04/2016;4.494.079.895.019.530,00;4.553.840.026.855.460,00;4.460.169.982.910.150,00;45.509.698.486.328.100,00;41015618591308600,00;49258500;0.0;0.0;;
30/04/2016;4.551.780.090.332.030,00;4.555.870.056.152.340,00;4.476.969.909.667.960,00;4.483.179.931.640.620,00;-68600158691410,00;69322600;0.0;0.0;;
01/05/2016;4.484.840.087.890.620,00;45.247.900.390.625,00;447.927.001.953.125,00;451.875,00;-4484840087438740,00;40660100;0.0;0.0;;
02/05/2016;4.519.330.139.160.150,00;45.244.500.732.421.800,00;4.417.760.009.765.620,00;44.466.900.634.765.600,00;39947570495605400,00;92127000;0.0;0.0;;
03/05/2016;44.472.698.974.609.300,00;45.109.698.486.328.100,00;44.261.700.439.453.100,00;4.503.039.855.957.030,00;-39969659118652300,00;59366400;0.0;0.0;;
04/05/2016;4.501.830.139.160.150,00;45.037.799.072.265.600,00;4.456.300.048.828.120,00;44.672.198.486.328.100,00;40170368347167900,00;50407300;0.0;0.0;;
05/05/2016;44.671.099.853.515.600,00;4.485.060.119.628.900,00;44.588.299.560.546.800,00;44.797.601.318.359.300,00;126501464843696,00;50440800;0.0;0.0;;
06/05/2016;4.479.419.860.839.840,00;461.375,00;4.470.679.931.640.620,00;4.596.029.968.261.710,00;116610107421870,00;72796800;0.0;0.0;;
07/05/2016;4.596.390.075.683.590,00;46.067.498.779.296.800,00;4.573.240.051.269.530,00;4.585.360.107.421.870,00;-11029968261720,00;38364500;0.0;0.0;;
08/05/2016;4.584.289.855.957.030,00;4.594.169.921.875,00;4.559.830.017.089.840,00;4.585.480.041.503.900,00;1190185546870,00;40315000;0.0;0.0;;
09/05/2016;45.820.599.365.234.300,00;4.624.809.875.488.280,00;456.531.005.859.375,00;4.604.830.017.089.840,00;-41215769348144500,00;55493100;0.0;0.0;;
10/05/2016;46.051.800.537.109.300,00;4.619.289.855.957.030,00;4.489.540.100.097.650,00;4.508.949.890.136.710,00;-41542850646972600,00;58956100;0.0;0.0;;
11/05/2016;450.864.013.671.875,00;45.457.598.876.953.100,00;450.864.013.671.875,00;4.527.279.968.261.710,00;4076415954589830,00;50605200;0.0;0.0;;
12/05/2016;4.524.469.909.667.960,00;4.549.490.051.269.530,00;449.25;4.547.659.912.109.370,00;23190002441410,00;59849300;0.0;0.0;;
13/05/2016;4.548.500.061.035.150,00;45.705.499.267.578.100,00;4.534.530.029.296.870,00;4.556.700.134.277.340,00;8200073242190,00;60845000;0.0;0.0;;
14/05/2016;455.822.998.046.875,00;45.683.599.853.515.600,00;4.547.860.107.421.870,00;4.556.709.899.902.340,00;4100886901855460,00;37209000;0.0;0.0;;
15/05/2016;4.557.590.026.855.460,00;4.586.919.860.839.840,00;4.554.590.148.925.780,00;4.575.679.931.640.620,00;18089904785160,00;28514000;0.0;0.0;;
16/05/2016;45.758.599.853.515.600,00;45.820.001.220.703.100,00;45.294.500.732.421.800,00;4.541.629.943.847.650,00;-41216969909668000,00;59171500;0.0;0.0;;
17/05/2016;4.540.090.026.855.460,00;4.550.719.909.667.960,00;4.536.050.109.863.280,00;4.537.829.895.019.530,00;-2260131835930,00;64100300;0.0;0.0;;
18/05/2016;4.536.910.095.214.840,00;45.599.798.583.984.300,00;45.329.901.123.046.800,00;4.546.189.880.371.090,00;9279785156250,00;86850096;0.0;0.0;;
19/05/2016;45.452.398.681.640.600,00;45.463.299.560.546.800,00;4.387.149.963.378.900,00;4.387.149.963.378.900,00;-41065248718261700,00;96027400;0.0;0.0;;
20/05/2016;4.377.929.992.675.780,00;4.440.539.855.957.030,00;4.373.890.075.683.590,00;4.426.759.948.730.460,00;48829956054680,00;81987904;0.0;0.0;;
21/05/2016;44.296.600.341.796.800,00;44.377.801.513.671.800,00;44.170.599.365.234.300,00;44.318.798.828.125,00;-44252281542968700,00;42762300;0.0;0.0;;
22/05/2016;4.432.179.870.605.460,00;443.427.001.953.125,00;4.390.350.036.621.090,00;439.322.998.046.875,00;-3992856872558580,00;39657600;0.0;0.0;;
23/05/2016;4.393.479.919.433.590,00;4.443.450.012.207.030,00;438.822.998.046.875,00;4.441.549.987.792.960,00;48070068359370,00;50582500;0.0;0.0;;
24/05/2016;4.442.909.851.074.210,00;4.471.000.061.035.150,00;44.392.999.267.578.100,00;4.459.809.875.488.280,00;16900024414070,00;65783100;0.0;0.0;;
25/05/2016;44.606.201.171.875,00;4.502.980.041.503.900,00;44.606.201.171.875,00;4.495.989.990.234.370,00;4451383789062490,00;65231000;0.0;0.0;;
26/05/2016;4.496.719.970.703.120,00;4.536.440.124.511.710,00;44.789.599.609.375,00;4.533.840.026.855.460,00;37120056152340,00;65203800;0.0;0.0;;
27/05/2016;45.352.099.609.375,00;47.814.898.681.640.600,00;45.352.099.609.375,00;4.734.639.892.578.120,00;4689287792968740,00;164780992;0.0;0.0;;
28/05/2016;47.302.899.169.921.800,00;5.334.730.224.609.370,00;4.726.990.051.269.530,00;5.300.399.780.273.430,00;-42002499389648400,00;181199008;0.0;0.0;;
29/05/2016;5.274.769.897.460.930,00;5.539.600.219.726.560,00;5.121.790.161.132.810,00;5.262.329.711.914.060,00;-12440185546870,00;148736992;0.0;0.0;;
30/05/2016;5.284.710.083.007.810,00;5.443.489.990.234.370,00;5.229.630.126.953.120,00;533.864.013.671.875,00;-4750846069335930,00;87958704;0.0;0.0;;
31/05/2016;5.341.909.790.039.060,00;5.466.179.809.570.310,00;5.206.619.873.046.870,00;531.385.986.328.125,00;-4810523803710930,00;138450000;0.0;0.0;;
01/06/2016;5.311.069.946.289.060,00;5.430.800.170.898.430,00;525.635.986.328.125,00;5.369.199.829.101.560,00;58129882812500,00;86061800;0.0;0.0;;
02/06/2016;5.365.150.146.484.370,00;5.403.519.897.460.930,00;5.330.780.029.296.870,00;5.379.719.848.632.810,00;14569702148440,00;60378200;0.0;0.0;;
03/06/2016;5.376.820.068.359.370,00;5.746.380.004.882.810,00;5.369.199.829.101.560,00;5.691.939.697.265.620,00;315119628906250,00;122020000;0.0;0.0;;
04/06/2016;5.697.050.170.898.430,00;5.901.320.190.429.680,00;5.642.379.760.742.180,00;5.727.269.897.460.930,00;30219726562500,00;94925296;0.0;0.0;;
05/06/2016;5.733.079.833.984.370,00;5.828.079.833.984.370,00;569.177.978.515.625,00;5.749.769.897.460.930,00;16690063476560,00;68874096;0.0;0.0;;
06/06/2016;5.746.019.897.460.930,00;586.469.970.703.125,00;5.746.019.897.460.930,00;5.855.369.873.046.870,00;109349975585940,00;72138896;0.0;0.0;;
07/06/2016;5.854.450.073.242.180,00;5.902.589.721.679.680,00;5.675.139.770.507.810,00;5.765.969.848.632.810,00;-88480224609370,00;107770000;0.0;0.0;;
08/06/2016;5.771.669.921.875,00;5.828.389.892.578.120,00;5.731.300.048.828.120,00;58.164.501.953.125,00;52392832031250,00;80265800;0.0;0.0;;
09/06/2016;5.822.030.029.296.870,00;5.822.030.029.296.870,00;5.709.509.887.695.310,00;5.746.300.048.828.120,00;-75729980468750,00;71301000;0.0;0.0;;
10/06/2016;5.758.369.750.976.560,00;5.791.270.141.601.560,00;5.733.250.122.070.310,00;577.469.970.703.125,00;-5180899780273430,00;66991900;0.0;0.0;;
11/06/2016;5.786.740.112.304.680,00;6.071.160.278.320.310,00;5.786.740.112.304.680,00;6.067.269.897.460.930,00;280529785156250,00;82357000;0.0;0.0;;
12/06/2016;6.096.840.209.960.930,00;684.843.994.140.625,00;6.070.390.014.648.430,00;6.727.839.965.820.310,00;630999755859380,00;277084992;0.0;0.0;;
13/06/2016;6.716.539.916.992.180,00;7.160.040.283.203.120,00;6.644.869.995.117.180,00;7.043.759.765.625,00;-6709496157226550,00;243295008;0.0;0.0;;
14/06/2016;7.045.040.283.203.120,00;7.045.040.283.203.120,00;6.628.040.161.132.810,00;6.855.590.209.960.930,00;-189450073242190,00;186694000;0.0;0.0;;
15/06/2016;6.856.849.975.585.930,00;696.302.978.515.625,00;6.725.609.741.210.930,00;694.468.994.140.625,00;-6162380981445300,00;99223800;0.0;0.0;;
16/06/2016;6.965.230.102.539.060,00;7.737.219.848.632.810,00;6.965.230.102.539.060,00;7.663.079.833.984.370,00;697849731445310,00;271633984;0.0;0.0;;
17/06/2016;7.684.869.995.117.180,00;7.753.560.180.664.060,00;7.165.560.302.734.370,00;7.489.089.965.820.310,00;-195780029296870,00;363320992;0.0;0.0;;
18/06/2016;7.487.559.814.453.120,00;777.989.990.234.375,00;7.339.290.161.132.810,00;7.562.269.897.460.930,00;74710083007810,00;252718000;0.0;0.0;;
19/06/2016;75.668.798.828.125,00;7.666.209.716.796.870,00;7.456.279.907.226.560,00;763.781.005.859.375,00;688112207031250,00;136184992;0.0;0.0;;
20/06/2016;763.927.001.953.125,00;764.083.984.375,00;7.327.269.897.460.930,00;7.372.260.131.835.930,00;6608333129882800,00;174511008;0.0;0.0;;
21/06/2016;7.358.829.956.054.680,00;7.358.829.956.054.680,00;6.390.700.073.242.180,00;6.666.519.775.390.620,00;-692310180664060,00;309944000;0.0;0.0;;
22/06/2016;6.659.149.780.273.430,00;6.786.699.829.101.560,00;5.874.829.711.914.060,00;5.961.160.278.320.310,00;-697989501953120,00;266392992;0.0;0.0;;
23/06/2016;5.974.429.931.640.620,00;6.293.270.263.671.870,00;5.581.389.770.507.810,00;6.239.769.897.460.930,00;265339965820310,00;253462000;0.0;0.0;;
24/06/2016;6.255.750.122.070.310,00;6.817.269.897.460.930,00;62.527.197.265.625,00;6.652.990.112.304.680,00;397239990234370,00;224316992;0.0;0.0;;
25/06/2016;665.281.005.859.375,00;6.917.310.180.664.060,00;6.465.590.209.960.930,00;6.651.229.858.398.430,00;5985948852539050,00;126656000;0.0;0.0;;
26/06/2016;6.659.310.302.734.370,00;66.597.998.046.875,00;6.169.340.209.960.930,00;6.293.670.043.945.310,00;-365640258789060,00;109225000;0.0;0.0;;
27/06/2016;6.293.489.990.234.370,00;6.552.750.244.140.620,00;6.205.239.868.164.060,00;6.552.750.244.140.620,00;259260253906250,00;122134000;0.0;0.0;;
28/06/2016;6.581.019.897.460.930,00;6.592.479.858.398.430,00;6.377.730.102.539.060,00;6.470.009.765.625,00;-6574549887695300,00;138384992;0.0;0.0;;
29/06/2016;6.441.220.092.773.430,00;6.446.820.068.359.370,00;6.282.839.965.820.310,00;6.398.900.146.484.370,00;-42319946289060,00;142456000;0.0;0.0;;
30/06/2016;6.405.910.034.179.680,00;6.754.030.151.367.180,00;6.366.079.711.914.060,00;6.733.369.750.976.560,00;327459716796880,00;138980000;0.0;0.0;;
01/07/2016;6.725.150.146.484.370,00;6.861.539.916.992.180,00;669.593.994.140.625,00;6.762.960.205.078.120,00;37810058593750,00;134431008;0.0;0.0;;
02/07/2016;6.767.340.087.890.620,00;7.037.020.263.671.870,00;6.763.989.868.164.060,00;7.037.020.263.671.870,00;269680175781250,00;112354000;0.0;0.0;;
03/07/2016;704.968.017.578.125,00;704.968.017.578.125,00;6.490.089.721.679.680,00;6.586.640.014.648.430,00;5881671997070300,00;129512000;0.0;0.0;;
04/07/2016;6.588.040.161.132.810,00;6.836.619.873.046.870,00;6.505.079.956.054.680,00;6.836.619.873.046.870,00;248579711914060,00;92008400;0.0;0.0;;
05/07/2016;683.208.984.375,00;6.834.910.278.320.310,00;6.650.659.790.039.060,00;6.706.270.141.601.560,00;6705586932617180,00;130476000;0.0;0.0;;
06/07/2016;6.704.180.297.851.560,00;6.818.980.102.539.060,00;6.704.180.297.851.560,00;6.773.309.936.523.430,00;69129638671870,00;134960992;0.0;0.0;;
07/07/2016;6.780.900.268.554.680,00;6.824.320.068.359.370,00;611.833.984.375,00;64.056.201.171.875,00;-6716844067382800,00;258091008;0.0;0.0;;
08/07/2016;64.068.798.828.125,00;6.667.069.702.148.430,00;6.364.669.799.804.680,00;6.665.230.102.539.060,00;6601161303710930,00;141970000;0.0;0.0;;
09/07/2016;6.663.839.721.679.680,00;6.663.839.721.679.680,00;6.333.989.868.164.060,00;6.509.600.219.726.560,00;-154239501953120,00;180536000;0.0;0.0;;
10/07/2016;6.505.989.990.234.370,00;6.522.940.063.476.560,00;6.412.639.770.507.810,00;6.493.599.853.515.620,00;-12390136718750,00;102532000;0.0;0.0;;
11/07/2016;6.484.840.087.890.620,00;6.596.290.283.203.120,00;64.497.998.046.875,00;6.476.589.965.820.310,00;-8250122070310,00;107910000;0.0;0.0;;
12/07/2016;6.482.830.200.195.310,00;6.752.589.721.679.680,00;6.467.789.916.992.180,00;664.551.025.390.625,00;-5818279174804680,00;138172992;0.0;0.0;;
13/07/2016;6.647.969.970.703.120,00;6.687.000.122.070.310,00;654.468.017.578.125,00;654.468.017.578.125,00;-5993501953124990,00;131449000;0.0;0.0;;
14/07/2016;6.529.229.736.328.120,00;6.629.019.775.390.620,00;6.529.229.736.328.120,00;6.580.780.029.296.870,00;51550292968750,00;98511400;0.0;0.0;;
15/07/2016;6.591.710.205.078.120,00;6.670.770.263.671.870,00;6.590.399.780.273.430,00;6.632.550.048.828.120,00;40839843750000,00;81673104;0.0;0.0;;
16/07/2016;663.781.005.859.375,00;6.664.600.219.726.560,00;659.333.984.375,00;6.607.670.288.085.930,00;5943889282226550,00;50330200;0.0;0.0;;
17/07/2016;6.619.929.809.570.310,00;682.364.990.234.375,00;6.619.929.809.570.310,00;679.458.984.375,00;-6619250350585930,00;74407904;0.0;0.0;;
18/07/2016;6.798.090.209.960.930,00;6.815.549.926.757.810,00;668.625,00;6.731.060.180.664.060,00;-67030029296870,00;69465000;0.0;0.0;;
19/07/2016;6.727.379.760.742.180,00;6.732.769.775.390.620,00;6.676.320.190.429.680,00;672.864.013.671.875,00;-6054515747070300,00;61203300;0.0;0.0;;
20/07/2016;6.728.060.302.734.370,00;6.729.290.161.132.810,00;6.633.599.853.515.620,00;6.656.849.975.585.930,00;-71210327148440,00;94636400;0.0;0.0;;
21/07/2016;66.522.802.734.375,00;666.218.994.140.625,00;6.604.149.780.273.430,00;6.650.120.239.257.810,00;6583597436523430,00;60491800;0.0;0.0;;
22/07/2016;6.649.219.970.703.120,00;6.665.830.078.125,00;6.467.219.848.632.810,00;6.506.190.185.546.870,00;-143029785156250,00;134169000;0.0;0.0;;
23/07/2016;6.507.260.131.835.930,00;6.563.660.278.320.310,00;6.485.239.868.164.060,00;6.555.560.302.734.370,00;48300170898440,00;69532200;0.0;0.0;;
24/07/2016;6.554.099.731.445.310,00;6.631.099.853.515.620,00;6.527.930.297.851.560,00;6.612.849.731.445.310,00;58750000000000,00;118184000;0.0;0.0;;
25/07/2016;6.612.630.004.882.810,00;6.618.280.029.296.870,00;65.339.501.953.125,00;6.540.969.848.632.810,00;-71660156250000,00;78176496;0.0;0.0;;
26/07/2016;6.542.260.131.835.930,00;6.562.249.755.859.370,00;6.458.790.283.203.120,00;6.517.839.965.820.310,00;-24420166015620,00;225135008;0.0;0.0;;
27/07/2016;6.516.270.141.601.560,00;6.574.559.936.523.430,00;648.447.021.484.375,00;6.543.519.897.460.930,00;27249755859370,00;147460992;0.0;0.0;;
28/07/2016;6.544.920.043.945.310,00;657.594.970.703.125,00;6.544.920.043.945.310,00;6.550.349.731.445.310,00;5429687500000,00;86428400;0.0;0.0;;
29/07/2016;6.551.110.229.492.180,00;6.577.960.205.078.120,00;6.547.860.107.421.870,00;6.569.920.043.945.310,00;18809814453130,00;60703500;0.0;0.0;;
30/07/2016;6.570.120.239.257.810,00;6.582.230.224.609.370,00;654.208.984.375,00;6.550.469.970.703.120,00;-19650268554690,00;38456100;0.0;0.0;;
31/07/2016;6.550.999.755.859.370,00;6.552.849.731.445.310,00;624.364.990.234.375,00;6.246.810.302.734.370,00;-304189453125000,00;110818000;0.0;0.0;;
01/08/2016;6.246.019.897.460.930,00;6.261.190.185.546.870,00;6.058.839.721.679.680,00;60.627.197.265.625,00;-6185392700195300,00;121887000;0.0;0.0;;
02/08/2016;60.639.697.265.625,00;6.128.480.224.609.370,00;531.333.984.375,00;5.474.650.268.554.680,00;5414010571289050,00;330932992;0.0;0.0;;
03/08/2016;548.656.005.859.375,00;5.733.599.853.515.620,00;5.415.469.970.703.120,00;56.635.498.046.875,00;-492020507812500,00;207982000;0.0;0.0;;
04/08/2016;5.663.289.794.921.870,00;5.794.959.716.796.870,00;5.657.769.775.390.620,00;5.782.890.014.648.430,00;119600219726560,00;125292000;0.0;0.0;;
05/08/2016;578.281.005.859.375,00;578.281.005.859.375,00;5.699.819.946.289.060,00;5.750.430.297.851.560,00;5172149291992180,00;66127900;0.0;0.0;;
06/08/2016;575.030.029.296.875,00;58.839.599.609.375,00;569.468.994.140.625,00;5.877.780.151.367.180,00;5302750122070300,00;80797296;0.0;0.0;;
07/08/2016;58.777.099.609.375,00;5.975.130.004.882.810,00;5.868.159.790.039.060,00;5.926.900.024.414.060,00;5868122924804680,00;82398400;0.0;0.0;;
08/08/2016;5.927.360.229.492.180,00;5.929.940.185.546.870,00;5.880.469.970.703.120,00;5.910.540.161.132.810,00;-16820068359370,00;61194100;0.0;0.0;;
09/08/2016;5.910.380.249.023.430,00;5.910.910.034.179.680,00;5.847.930.297.851.560,00;587.801.025.390.625,00;-5322579223632800,00;92228096;0.0;0.0;;
10/08/2016;5.876.480.102.539.060,00;5.999.840.087.890.620,00;5.863.709.716.796.870,00;59.210.302.734.375,00;-5817269799804680,00;102905000;0.0;0.0;;
11/08/2016;5.921.240.234.375,00;5.975.419.921.875,00;5.891.199.951.171.870,00;5.891.199.951.171.870,00;5885278710937490,00;74514400;0.0;0.0;;
12/08/2016;5.887.979.736.328.120,00;5.899.099.731.445.310,00;5.838.109.741.210.930,00;5.875.590.209.960.930,00;-12389526367190,00;69218000;0.0;0.0;;
13/08/2016;5.873.569.946.289.060,00;5.897.739.868.164.060,00;58.497.900.390.625,00;5.855.880.126.953.120,00;-17689819335940,00;43563000;0.0;0.0;;
14/08/2016;5.855.889.892.578.120,00;585.666.015.625,00;564.781.005.859.375,00;5.704.730.224.609.370,00;-151159667968750,00;60851100;0.0;0.0;;
15/08/2016;5.704.940.185.546.870,00;5.735.800.170.898.430,00;563.239.990.234.375,00;567.239.990.234.375,00;-5137700195312490,00;57262300;0.0;0.0;;
16/08/2016;5.672.429.809.570.310,00;5.817.379.760.742.180,00;5.667.160.034.179.680,00;5.774.390.258.789.060,00;101960449218750,00;58405200;0.0;0.0;;
17/08/2016;577.760.986.328.125,00;5.808.939.819.335.930,00;5.714.299.926.757.810,00;5.732.160.034.179.680,00;5154399047851550,00;54443000;0.0;0.0;;
18/08/2016;5.737.069.702.148.430,00;5.777.919.921.875,00;5.734.299.926.757.810,00;5.743.179.931.640.620,00;6110229492190,00;59896600;0.0;0.0;;
19/08/2016;5.743.389.892.578.120,00;5.782.379.760.742.180,00;5.741.820.068.359.370,00;5.756.300.048.828.120,00;12910156250000,00;50631600;0.0;0.0;;
20/08/2016;576.083.984.375,00;5.828.179.931.640.620,00;5.754.569.702.148.430,00;581.697.021.484.375,00;581120937500000,00;45301400;0.0;0.0;;
21/08/2016;5.819.390.258.789.060,00;5.841.580.200.195.310,00;580.218.017.578.125,00;5.813.079.833.984.370,00;-6310424804690,00;38299400;0.0;0.0;;
22/08/2016;5.813.109.741.210.930,00;588.447.998.046.875,00;580.593.994.140.625,00;5.867.529.907.226.560,00;54420166015630,00;72844000;0.0;0.0;;
23/08/2016;58.677.099.609.375,00;5.894.739.990.234.370,00;5.816.339.721.679.680,00;5.834.149.780.273.430,00;5775472680664050,00;85349200;0.0;0.0;;
24/08/2016;5.834.119.873.046.870,00;5.835.900.268.554.680,00;57.985.498.046.875,00;5.801.820.068.359.370,00;-32299804687500,00;56328200;0.0;0.0;;
25/08/2016;5.801.799.926.757.810,00;5.804.509.887.695.310,00;5.751.669.921.875,00;577.760.986.328.125,00;-5224038940429680,00;136130000;0.0;0.0;;
26/08/2016;5.777.529.907.226.560,00;5.806.229.858.398.430,00;5.768.579.711.914.060,00;5.796.510.009.765.620,00;18980102539060,00;48856800;0.0;0.0;;
27/08/2016;5.794.520.263.671.870,00;579.844.970.703.125,00;5.686.300.048.828.120,00;569.947.021.484.375,00;-5224573242187490,00;59698300;0.0;0.0;;
28/08/2016;5.698.300.170.898.430,00;5.740.380.249.023.430,00;569.739.990.234.375,00;5.739.119.873.046.870,00;40819702148440,00;86301600;0.0;0.0;;
29/08/2016;5.740.709.838.867.180,00;5.762.780.151.367.180,00;5.734.650.268.554.680,00;5.741.069.946.289.060,00;360107421880,00;110398000;0.0;0.0;;
30/08/2016;574.114.013.671.875,00;5.783.569.946.289.060,00;574.114.013.671.875,00;5.775.029.907.226.560,00;5200915893554680,00;70342400;0.0;0.0;;
31/08/2016;5.775.910.034.179.680,00;5.778.610.229.492.180,00;5.736.420.288.085.930,00;5.754.719.848.632.810,00;-21190185546870,00;75840896;0.0;0.0;;
01/09/2016;5.755.460.205.078.120,00;5.763.109.741.210.930,00;5.718.140.258.789.060,00;572.302.978.515.625,00;-5183157226562490,00;76923400;0.0;0.0;;
02/09/2016;5.724.099.731.445.310,00;5.756.430.053.710.930,00;5.708.109.741.210.930,00;5.755.369.873.046.870,00;31270141601560,00;79910800;0.0;0.0;;
03/09/2016;5.755.549.926.757.810,00;599.5;5.740.560.302.734.370,00;5.982.119.750.976.560,00;226569824218750,00;159014000;0.0;0.0;;
04/09/2016;5.985.900.268.554.680,00;6.118.369.750.976.560,00;5.968.480.224.609.370,00;6.086.339.721.679.680,00;100439453125000,00;97942896;0.0;0.0;;
05/09/2016;608.989.990.234.375,00;6.090.549.926.757.810,00;6.022.420.043.945.310,00;6.065.900.268.554.680,00;5456910278320300,00;82446800;0.0;0.0;;
06/09/2016;6.065.059.814.453.120,00;6.108.300.170.898.430,00;6.050.910.034.179.680,00;6.104.359.741.210.930,00;39299926757810,00;78529104;0.0;0.0;;
07/09/2016;610.572.998.046.875,00;6.145.449.829.101.560,00;6.085.130.004.882.810,00;6.145.440.063.476.560,00;5534867065429680,00;75032400;0.0;0.0;;
08/09/2016;614.635.009.765.625,00;62.877.001.953.125,00;613.843.994.140.625,00;6.263.159.790.039.060,00;5648524780273430,00;86713000;0.0;0.0;;
09/09/2016;6.263.519.897.460.930,00;6.268.300.170.898.430,00;6.202.630.004.882.810,00;6.228.610.229.492.180,00;-34909667968750,00;64550200;0.0;0.0;;
10/09/2016;622.927.001.953.125,00;625.094.970.703.125,00;62.239.501.953.125,00;6.235.089.721.679.680,00;5612162719726550,00;45016800;0.0;0.0;;
11/09/2016;6.234.240.112.304.680,00;6.288.179.931.640.620,00;6.005.059.814.453.120,00;606.718.994.140.625,00;-5627521118164050,00;73610800;0.0;0.0;;
12/09/2016;6.070.050.048.828.120,00;608.458.984.375,00;6.054.110.107.421.870,00;6.082.429.809.570.310,00;12379760742190,00;72812304;0.0;0.0;;
13/09/2016;6.080.250.244.140.620,00;6.111.929.931.640.620,00;6.069.249.877.929.680,00;6.092.410.278.320.310,00;12160034179690,00;86920600;0.0;0.0;;
14/09/2016;6.088.410.034.179.680,00;6.119.520.263.671.870,00;6.084.099.731.445.310,00;6.106.840.209.960.930,00;18430175781250,00;47877700;0.0;0.0;;
15/09/2016;6.105.880.126.953.120,00;6.110.859.985.351.560,00;607.155.029.296.875,00;607.155.029.296.875,00;-5498725097656240,00;59464600;0.0;0.0;;
16/09/2016;6.072.459.716.796.870,00;609.260.986.328.125,00;6.067.349.853.515.620,00;6.069.730.224.609.370,00;-2729492187500,00;64963400;0.0;0.0;;
17/09/2016;607.218.017.578.125,00;6.078.599.853.515.620,00;6.051.920.166.015.620,00;6.059.840.087.890.620,00;5452622070312490,00;37140300;0.0;0.0;;
18/09/2016;6.062.830.200.195.310,00;6.101.580.200.195.310,00;6.058.560.180.664.060,00;6.098.740.234.375,00;-6056731459960930,00;48679400;0.0;0.0;;
19/09/2016;6.098.709.716.796.870,00;6.109.320.068.359.370,00;60.827.001.953.125,00;6.092.269.897.460.930,00;-6439819335940,00;54796400;0.0;0.0;;
20/09/2016;6.092.540.283.203.120,00;6.095.250.244.140.620,00;60.793.798.828.125,00;60.831.201.171.875,00;-6031709082031240,00;72710896;0.0;0.0;;
21/09/2016;6.035.880.126.953.120,00;6.035.880.126.953.120,00;5.958.829.956.054.680,00;5.971.489.868.164.060,00;-64390258789060,00;82776200;0.0;0.0;;
22/09/2016;5.972.789.916.992.180,00;5.984.869.995.117.180,00;5.962.130.126.953.120,00;5.962.979.736.328.120,00;-9810180664060,00;67085300;0.0;0.0;;
23/09/2016;596.198.974.609.375,00;6.032.050.170.898.430,00;5.957.860.107.421.870,00;6.028.419.799.804.680,00;5432220825195300,00;51067000;0.0;0.0;;
24/09/2016;6.029.609.985.351.560,00;6.045.800.170.898.430,00;6.020.449.829.101.560,00;602.625,00;-6029609984748930,00;35359500;0.0;0.0;;
25/09/2016;6.027.490.234.375,00;6.033.809.814.453.120,00;5.997.109.985.351.560,00;6.008.259.887.695.310,00;6002232397460930,00;33977800;0.0;0.0;;
26/09/2016;6.008.070.068.359.370,00;6.081.430.053.710.930,00;6.003.489.990.234.370,00;6.080.430.297.851.560,00;72360229492190,00;59153800;0.0;0.0;;
27/09/2016;60.802.197.265.625,00;6.082.479.858.398.430,00;6.041.099.853.515.620,00;606.166.015.625,00;-60196031250000,00;49422400;0.0;0.0;;
28/09/2016;6.062.429.809.570.310,00;6.065.900.268.554.680,00;6.046.069.946.289.060,00;60.472.802.734.375,00;-6001957006835930,00;48722600;0.0;0.0;;
29/09/2016;6.050.189.819.335.930,00;606.823.974.609.375,00;6.048.480.224.609.370,00;6.056.929.931.640.620,00;6740112304690,00;55658600;0.0;0.0;;
30/09/2016;6.057.150.268.554.680,00;6.097.349.853.515.620,00;6.041.420.288.085.930,00;6.097.349.853.515.620,00;40199584960940,00;56122400;0.0;0.0;;
01/10/2016;6.099.290.161.132.810,00;6.152.369.995.117.180,00;6.099.290.161.132.810,00;6.139.829.711.914.060,00;40539550781250,00;56357000;0.0;0.0;;
02/10/2016;613.947.998.046.875,00;6.140.050.048.828.120,00;6.096.820.068.359.370,00;6.108.920.288.085.930,00;5494972290039050,00;39249800;0.0;0.0;;
03/10/2016;610.968.017.578.125,00;6.125.679.931.640.620,00;6.104.550.170.898.430,00;6.121.329.956.054.680,00;5510361938476550,00;46798300;0.0;0.0;;
04/10/2016;612.052.001.953.125,00;6.120.540.161.132.810,00;60.947.900.390.625,00;6.102.039.794.921.870,00;5489987792968740,00;49801600;0.0;0.0;;
05/10/2016;610.218.017.578.125,00;6.138.140.258.789.060,00;6.096.170.043.945.310,00;612.510.986.328.125,00;2292968750000,00;68077504;0.0;0.0;;
06/10/2016;612.469.970.703.125,00;6.138.189.697.265.620,00;611.468.994.140.625,00;61.302.099.609.375,00;-551167871093750,00;56812100;0.0;0.0;;
07/10/2016;6.126.079.711.914.060,00;6.179.119.873.046.870,00;6.118.209.838.867.180,00;6.171.209.716.796.870,00;45130004882810,00;64071400;0.0;0.0;;
08/10/2016;6.173.410.034.179.680,00;6.198.489.990.234.370,00;6.173.410.034.179.680,00;6.191.079.711.914.060,00;17669677734380,00;42345900;0.0;0.0;;
09/10/2016;6.191.719.970.703.120,00;619.197.998.046.875,00;6.166.069.946.289.060,00;6.167.520.141.601.560,00;-24199829101560,00;39243400;0.0;0.0;;
10/10/2016;616.822.021.484.375,00;6.213.179.931.640.620,00;616.197.021.484.375,00;6.189.940.185.546.870,00;5573118164062490,00;67481104;0.0;0.0;;
