Date;Open;High;Low;Close;Price;Volume;Dividends;Stock Splits;;
04/06/2019;82.109.853.515.625,00;82.109.853.515.625,00;756.448.876.953.125,00;770.777.099.609.375,00;688667246093750,00;24609731549;0.0;0.0;;
05/06/2019;770.434.326.171.875,00;790.184.912.109.375,00;766.866.845.703.125,00;78.242.314.453.125,00;-692192011718750,00;21760923463;0.0;0.0;;
06/06/2019;781.963.330.078.125,00;79.373.408.203.125,00;757.147.119.140.625,00;78.220.234.375,00;-781885109843750,00;19474611077;0.0;0.0;;
07/06/2019;78.269.013.671.875,00;81.261.533.203.125,00;778.837.353.515.625,00;8.043.951.171.875,00;-70225062500000,00;19141423231;0.0;0.0;;
08/06/2019;803.677.490.234.375,00;807.689.111.328.125,00;783.761.083.984.375,00;79.541.279.296.875,00;-724136210937500,00;16522722810;0.0;0.0;;
09/06/2019;79.496.748.046.875,00;797.597.412.109.375,00;75.832.197.265.625,00;76.880.771.484.375,00;-2615976562500,00;16610726547;0.0;0.0;;
10/06/2019;769.228.466.796.875,00;803.190.966.796.875,00;758.673.095.703.125,00;800.032.958.984.375,00;30804492187500,00;18689275117;0.0;0.0;;
11/06/2019;800.424.365.234.375,00;802.639.404.296.875,00;77.728.037.109.375,00;792.771.435.546.875,00;-7652929687500,00;17107279932;0.0;0.0;;
12/06/2019;792.543.408.203.125,00;81.966.484.375,00;786.235.986.328.125,00;8.145.857.421.875,00;-784397550781250,00;19034432883;0.0;0.0;;
13/06/2019;814.554.541.015.625,00;83.115.673.828.125,00;808.706.103.515.625,00;8.230.923.828.125,00;-806323617187500,00;18669407147;0.0;0.0;;
14/06/2019;82.308.984.375,00;871.063.671.875,00;818.339.306.640.625,00;86.938.330.078.125,00;86856021093750,00;19831162906;0.0;0.0;;
15/06/2019;868.974.609.375,00;88.591.279.296.875,00;86.183.955.078.125,00;8.838.375,00;-868965771000,00;18371033226;0.0;0.0;;
16/06/2019;88.414.404.296.875,00;93.358.671.875,00;8.814.556.640.625,00;899.448.828.125,00;-87514955468750,00;23348550311;0.0;0.0;;
17/06/2019;8.988.923.828.125,00;94.164.072.265.625,00;8.988.923.828.125,00;93.203.525.390.625,00;84214601562500,00;15562951919;0.0;0.0;;
18/06/2019;9.335.466.796.875,00;93.483.740.234.375,00;90.049.013.671.875,00;90.817.626.953.125,00;81482160156250,00;15848210536;0.0;0.0;;
19/06/2019;90.787.275.390.625,00;929.962.109.375,00;90.703.955.078.125,00;9.273.521.484.375,00;-81513753906250,00;15546809946;0.0;0.0;;
20/06/2019;9.273.060.546.875,00;9.594.419.921.875,00;9.232.484.375,00;952.716.015.625,00;-8320344531250,00;17846823784;0.0;0.0;;
21/06/2019;952.507.421.875,00;10.144.556.640.625,00;952.507.421.875,00;10.144.556.640.625,00;9192049218750,00;20624008643;0.0;0.0;;
22/06/2019;10.175.923.828.125,00;11.157.345.703.125,00;1.010.703.515.625,00;1.070.169.140.625,00;-9105754687500,00;29995204861;0.0;0.0;;
23/06/2019;1.069.669.140.625,00;1.124.614.453.125,00;10.556.095.703.125,00;1.085.537.109.375,00;15867968750,00;20998326502;0.0;0.0;;
24/06/2019;10.853.744.140.625,00;11.065.896.484.375,00;10.610.427.734.375,00;110.111.025.390.625,00;99257281250000,00;19271652365;0.0;0.0;;
25/06/2019;110.072.021.484.375,00;117.909.169.921.875,00;110.072.021.484.375,00;117.909.169.921.875,00;7837148437500,00;24879684533;0.0;0.0;;
26/06/2019;117.785.810.546.875,00;137.964.892.578.125,00;1.175.559.765.625,00;130.162.314.453.125,00;12376503906250,00;45105733173;0.0;0.0;;
27/06/2019;13.017.125,00;1.331.114.453.125,00;104.918.525.390.625,00;11.182.806.640.625,00;11182793623500,00;39977475223;0.0;0.0;;
28/06/2019;1.116.216.796.875,00;124.451.748.046.875,00;109.144.951.171.875,00;1.240.733.203.125,00;124516406250,00;35087757766;0.0;0.0;;
29/06/2019;12.400.763.671.875,00;1.240.091.015.625,00;1.150.837.890.625,00;1.195.937.109.375,00;-11204826562500,00;29923961128;0.0;0.0;;
30/06/2019;119.319.912.109.375,00;121.783.837.890.625,00;107.990.087.890.625,00;108.171.552.734.375,00;-11148359375000,00;27256473494;0.0;0.0;;
01/07/2019;107.969.306.640.625,00;11.206.439.453.125,00;10.089.314.453.125,00;10.583.134.765.625,00;-97386171875000,00;29378589324;0.0;0.0;;
02/07/2019;1.058.868.359.375,00;109.121.884.765.625,00;9.737.884.765.625,00;10.801.677.734.375,00;9742809375000,00;31015895223;0.0;0.0;;
03/07/2019;1.081.815.625,00;11.968.078.125,00;1.081.815.625,00;1.196.126.953.125,00;1195045137500,00;30796494294;0.0;0.0;;
04/07/2019;1.197.271.875,00;120.060.751.953.125,00;111.665.693.359.375,00;112.154.375,00;-1085117500,00;25920294033;0.0;0.0;;
05/07/2019;112.031.025.390.625,00;113.956.611.328.125,00;1.087.496.484.375,00;109.784.599.609.375,00;-2246425781250,00;23838480210;0.0;0.0;;
06/07/2019;109.825.439.453.125,00;1.162.096.484.375,00;109.825.439.453.125,00;1.120.855.078.125,00;-108704584375000,00;21092024306;0.0;0.0;;
07/07/2019;112.176.162.109.375,00;115.416.201.171.875,00;111.488.046.875,00;114.508.466.796.875,00;2332304687500,00;19369044277;0.0;0.0;;
08/07/2019;114.465.966.796.875,00;123.458.330.078.125,00;113.933.740.234.375,00;122.859.580.078.125,00;8393613281250,00;23482551458;0.0;0.0;;
09/07/2019;12.284.326.171.875,00;127.791.318.359.375,00;1.223.326.171.875,00;125.738.125,00;-12284200433750,00;28167921523;0.0;0.0;;
